id,place_id,bank_name,branch_name,location,language,sentiment,topic,review_text,rating,review_date
1770,ChIJAxdGlGZCCw0Rm0qkE670aN4,Banque Populaire,Banque Populaire Branch,"HJCF+44P, Av. Moulay Abdesalam, Tétouan, Morocco",,,,NaN,4.0,2022-08-07 17:38:05
1771,ChIJF6A90XKHCw0R0TE_yTvN_3k,البنك الشعبي,البنك الشعبي Branch,"Q522+QR2, Tangier, Morocco",,,,Worst service ever seen,1.0,2020-06-13 16:08:32
1772,ChIJF6A90XKHCw0R0TE_yTvN_3k,البنك الشعبي,البنك الشعبي Branch,"Q522+QR2, Tangier, Morocco",,,,"Nothing professional about this agency. The worst of the worst.
We must punish these agents who are disappointing to the image of the BP.",1.0,2025-02-28 13:09:41
1773,ChIJF6A90XKHCw0R0TE_yTvN_3k,البنك الشعبي,البنك الشعبي Branch,"Q522+QR2, Tangier, Morocco",,,,Une heure d'attente à 11h et 10 personnes après moi devant la porte car l'agence ouvre ses portes à 9h30 pendant le Ramadan... C'est gênant.,1.0,2025-03-28 11:55:24
1774,ChIJF6A90XKHCw0R0TE_yTvN_3k,البنك الشعبي,البنك الشعبي Branch,"Q522+QR2, Tangier, Morocco",,,,"Shitty agency, counter almost all the time empty, I entered the agency an hour ago, no connection with the cashier",1.0,2025-03-12 09:57:44
1775,ChIJF6A90XKHCw0R0TE_yTvN_3k,البنك الشعبي,البنك الشعبي Branch,"Q522+QR2, Tangier, Morocco",,,,"I am extremely disappointed with the customer service of Banque Populaire and their refusal to exchange my account from the Ksar Sghir agency to an agency in Tangier.
Poor customer management, staff who do not fully respond to requests for information and give you half-truths. Every time I'm supposed to go to my agency 'supposedly' they waste my time. To avoid.",1.0,2023-08-18 07:39:50
1776,ChIJWcZ5x2eHCw0RF6-oHgUsmHo,CIH Bank,CIH Bank Branch,"Av. Moulay Rachid، Residence Golden Beach، Rue du Val Fleuri، Tanger 90060, Morocco",,,,"A slow service. Literally sitting there for more than two hours just to get my new bank card.
Staff dreyfin walakin service t9il bzeuuuf be dabt wahd rajel kbiir howa dreyef walakin blasto machi hna",1.0,2023-11-15 13:19:54
1777,ChIJWcZ5x2eHCw0RF6-oHgUsmHo,CIH Bank,CIH Bank Branch,"Av. Moulay Rachid، Residence Golden Beach، Rue du Val Fleuri، Tanger 90060, Morocco",,,,Service nuuuuuuuul,1.0,2025-04-22 22:17:50
1778,ChIJWcZ5x2eHCw0RF6-oHgUsmHo,CIH Bank,CIH Bank Branch,"Av. Moulay Rachid، Residence Golden Beach، Rue du Val Fleuri، Tanger 90060, Morocco",,,,very bad service / rude staff do not recommend,1.0,2023-06-08 20:49:51
1779,ChIJWcZ5x2eHCw0RF6-oHgUsmHo,CIH Bank,CIH Bank Branch,"Av. Moulay Rachid، Residence Golden Beach، Rue du Val Fleuri، Tanger 90060, Morocco",,,,not bad,3.0,2022-12-15 11:16:29
1780,ChIJWcZ5x2eHCw0RF6-oHgUsmHo,CIH Bank,CIH Bank Branch,"Av. Moulay Rachid، Residence Golden Beach، Rue du Val Fleuri، Tanger 90060, Morocco",,,,"THE WORST SERVICE EVER
THE SECURITY ARE SO RUDE AND UNHELPFUL",1.0,2023-06-07 14:12:54
1781,ChIJEZTF69ZECw0R4m8A1_qbJws,Banque Populaire,Banque Populaire Branch,"Unnamed Road, JP9H+83V, Martil, Morocco",,,,thats good here,5.0,2018-09-11 17:00:31
44,ChIJF6A90XKHCw0R0TE_yTvN_3k,البنك الشعبي,البنك الشعبي Branch,"Q522+QR2, Tangier, Morocco",nl,Negative,"nan, bank, agency",worst service ever seen,1.0,2020-06-13 16:08:32
1782,ChIJEZTF69ZECw0R4m8A1_qbJws,Banque Populaire,Banque Populaire Branch,"Unnamed Road, JP9H+83V, Martil, Morocco",,,,"Excellent service, listening to the customer and an effort to try to resolve the problem posed",5.0,2025-03-14 12:57:31
1783,ChIJEZTF69ZECw0R4m8A1_qbJws,Banque Populaire,Banque Populaire Branch,"Unnamed Road, JP9H+83V, Martil, Morocco",,,,NaN,4.0,2018-06-29 11:03:53
1784,ChIJ3ZDSEtKcDA0R6m1Znr9kMrY,Banque Populaire,Banque Populaire Branch,"RCRR+6VG, Ksar es Seghir, Morocco",,,,"Sub-zero agency honestly
Employees have no relationship without one employee in the Fund
Their behavior is very bad",1.0,2024-06-11 14:08:08
1785,ChIJ3ZDSEtKcDA0R6m1Znr9kMrY,Banque Populaire,Banque Populaire Branch,"RCRR+6VG, Ksar es Seghir, Morocco",,,,Frequent technical malfunctions and power and internet outages. It makes the agency's services fall short of customer satisfaction,2.0,2017-05-25 00:23:07
1786,ChIJ3ZDSEtKcDA0R6m1Znr9kMrY,Banque Populaire,Banque Populaire Branch,"RCRR+6VG, Ksar es Seghir, Morocco",,,,I canceled my story on bp,1.0,2024-08-03 09:54:07
1787,ChIJ3ZDSEtKcDA0R6m1Znr9kMrY,Banque Populaire,Banque Populaire Branch,"RCRR+6VG, Ksar es Seghir, Morocco",,,,Not bad,3.0,2023-07-17 12:36:59
1788,ChIJ3ZDSEtKcDA0R6m1Znr9kMrY,Banque Populaire,Banque Populaire Branch,"RCRR+6VG, Ksar es Seghir, Morocco",,,,In the context of breaking isolation...,4.0,2017-03-12 14:24:58
1789,ChIJYTsgEyOHCw0RJ4ylcNxG7Wk,التجاري وفا بنك,التجاري وفا بنك Branch,"P5Q9+R9F, Tangier, Morocco",,,,"The service is absolutely terrible. The premises are much too small and always crowded with people. I systematically wait more than 30 minutes to carry out an operation or obtain a service. There is only one person working, which is unacceptable given the large population that lives in the area. This situation absolutely needs to be improved.",1.0,2024-08-02 15:18:44
1790,ChIJYTsgEyOHCw0RJ4ylcNxG7Wk,التجاري وفا بنك,التجاري وفا بنك Branch,"P5Q9+R9F, Tangier, Morocco",,,,"Very lousy staff, I was treated badly by the agency manager and the security agent... Quite simply because I expressed my dissatisfaction.",1.0,2024-10-22 13:29:55
1791,ChIJYTsgEyOHCw0RJ4ylcNxG7Wk,التجاري وفا بنك,التجاري وفا بنك Branch,"P5Q9+R9F, Tangier, Morocco",,,,"Very bad service, the automatic window is always down 😡",1.0,2024-12-09 10:48:08
1792,ChIJYTsgEyOHCw0RJ4ylcNxG7Wk,التجاري وفا بنك,التجاري وفا بنك Branch,"P5Q9+R9F, Tangier, Morocco",,,,"The agency is closed for lunch!!!
The agency works continuously from 8:15 a.m. to 3:45 p.m. Where is he here at lunchtime?",1.0,2023-08-15 12:24:42
1793,ChIJYTsgEyOHCw0RJ4ylcNxG7Wk,التجاري وفا بنك,التجاري وفا بنك Branch,"P5Q9+R9F, Tangier, Morocco",,,,"If you want sugar to come to you, open this hole",1.0,2024-02-22 21:54:47
1794,ChIJxxh-x5qICw0RSrTGAgiqYvU,Banque Populaire Offshore,Banque Populaire Offshore Branch,"P38R+2R9, Tangier, Morocco",,,,"Great bank
Great service",5.0,2022-12-14 11:08:28
1795,ChIJxxh-x5qICw0RSrTGAgiqYvU,Banque Populaire Offshore,Banque Populaire Offshore Branch,"P38R+2R9, Tangier, Morocco",,,,"Bad experience every time I go through this agency. Disrespectful employees, no business sense, it looks like we work for them.
I do not recommend this agency and even this bank",1.0,2025-04-02 11:41:06
1796,ChIJxxh-x5qICw0RSrTGAgiqYvU,Banque Populaire Offshore,Banque Populaire Offshore Branch,"P38R+2R9, Tangier, Morocco",,,,"My experience with this agency is very bad in transferring my account from them to another agency in the same city. They never answer the phone and they do not answer emails either. Unfortunately, the agency is bad at communicating with customers. I am still waiting for a response until now.",1.0,2025-02-05 10:08:18
1797,ChIJxxh-x5qICw0RSrTGAgiqYvU,Banque Populaire Offshore,Banque Populaire Offshore Branch,"P38R+2R9, Tangier, Morocco",,,,Zero services from zero only one advisor for 20 people 2 hours of waiting for nothing.. I've been asking for my account for 2 years and still not transferred. I do not recommend this bank. To flee...,1.0,2024-11-16 11:41:31
1798,ChIJxxh-x5qICw0RSrTGAgiqYvU,Banque Populaire Offshore,Banque Populaire Offshore Branch,"P38R+2R9, Tangier, Morocco",,,,"Good morning,
this bp tangier-gzenaya free zone subsidiary is the most miserable. they never answer your phone and your emails are inconsiderable. from the security agent to the agency head no respect.",1.0,2023-01-24 11:08:26
1799,ChIJNVNB8ZyACw0RU9m9k7fuBbM,Banque Populaire,Banque Populaire Branch,"47 Blvd. Mohamed VI, Tanger, Morocco",,,,NaN,1.0,2024-09-21 02:36:52
1800,ChIJNVNB8ZyACw0RU9m9k7fuBbM,Banque Populaire,Banque Populaire Branch,"47 Blvd. Mohamed VI, Tanger, Morocco",,,,NaN,5.0,2022-10-18 10:27:43
1801,ChIJNVNB8ZyACw0RU9m9k7fuBbM,Banque Populaire,Banque Populaire Branch,"47 Blvd. Mohamed VI, Tanger, Morocco",,,,NaN,5.0,2022-04-13 19:37:32
1802,ChIJNVNB8ZyACw0RU9m9k7fuBbM,Banque Populaire,Banque Populaire Branch,"47 Blvd. Mohamed VI, Tanger, Morocco",,,,NaN,1.0,2020-08-03 11:13:37
1803,ChIJ94ae8lZ_DA0R2gRCqX9_KC4,Attijariwafa Bank,Attijariwafa Bank Branch,"Q5GX+6R9, Ave Mohammed V, Tangier 90000, Morocco",,,,The bank branch that does not care about dozens of customers waiting does not deserve even 1 point.  Even the numerator is not available.,1.0,2024-05-20 09:55:09
1804,ChIJ94ae8lZ_DA0R2gRCqX9_KC4,Attijariwafa Bank,Attijariwafa Bank Branch,"Q5GX+6R9, Ave Mohammed V, Tangier 90000, Morocco",,,,Service 000000,1.0,2025-03-13 12:29:34
1805,ChIJ94ae8lZ_DA0R2gRCqX9_KC4,Attijariwafa Bank,Attijariwafa Bank Branch,"Q5GX+6R9, Ave Mohammed V, Tangier 90000, Morocco",,,,"I was well served and satisfied
The staff is great, helping and welcoming",5.0,2017-07-04 22:57:39
1806,ChIJ94ae8lZ_DA0R2gRCqX9_KC4,Attijariwafa Bank,Attijariwafa Bank Branch,"Q5GX+6R9, Ave Mohammed V, Tangier 90000, Morocco",,,,Good service,5.0,2023-08-04 08:29:08
1807,ChIJ94ae8lZ_DA0R2gRCqX9_KC4,Attijariwafa Bank,Attijariwafa Bank Branch,"Q5GX+6R9, Ave Mohammed V, Tangier 90000, Morocco",,,,No response,1.0,2021-06-29 13:32:56
1808,ChIJ4-nJDtRECw0R2O0CPKnPHUk,Bmce Bank,Bmce Bank Branch,"Avenue Miramar, Martil, Morocco",,,,They do not accept a passport instead of a national ID card.,1.0,2022-09-02 08:20:18
1809,ChIJ4-nJDtRECw0R2O0CPKnPHUk,Bmce Bank,Bmce Bank Branch,"Avenue Miramar, Martil, Morocco",,,,Customer service is top notch,5.0,2024-09-26 00:46:29
1810,ChIJ4-nJDtRECw0R2O0CPKnPHUk,Bmce Bank,Bmce Bank Branch,"Avenue Miramar, Martil, Morocco",,,,🙂,3.0,2023-03-09 18:41:39
1811,ChIJ4-nJDtRECw0R2O0CPKnPHUk,Bmce Bank,Bmce Bank Branch,"Avenue Miramar, Martil, Morocco",,,,NaN,5.0,2025-03-13 12:41:58
1812,ChIJ4-nJDtRECw0R2O0CPKnPHUk,Bmce Bank,Bmce Bank Branch,"Avenue Miramar, Martil, Morocco",,,,NaN,5.0,2024-07-29 21:16:46
1813,ChIJBxADtTfJCw0RPcXkX--kQB0,البنك الشعبي,البنك الشعبي Branch,"5VC4+64W, Av. Omar Ben Abdelaziz, Larache, Morocco",,,,Gamma 8 Nakh 8 AH,3.0,2018-07-12 19:20:24
1814,ChIJBxADtTfJCw0RPcXkX--kQB0,البنك الشعبي,البنك الشعبي Branch,"5VC4+64W, Av. Omar Ben Abdelaziz, Larache, Morocco",,,,NaN,5.0,2018-04-07 21:26:35
1815,ChIJBxADtTfJCw0RPcXkX--kQB0,البنك الشعبي,البنك الشعبي Branch,"5VC4+64W, Av. Omar Ben Abdelaziz, Larache, Morocco",,,,NaN,5.0,2016-03-29 17:20:12
1816,ChIJScv3O-OUCw0RJfHgDYnzqcc,Banque Populaire,Banque Populaire Branch,"FX88+GC4, Av. Hassan II, Asilah, Morocco",,,,"I use this bank to withdraw cash when I’m passing through Asilah and I have never had any problems with the ATM. However, the neighbouring banks have both just ripped me off, returning my card without delivering the money.",4.0,2025-01-01 13:28:38
1817,ChIJScv3O-OUCw0RJfHgDYnzqcc,Banque Populaire,Banque Populaire Branch,"FX88+GC4, Av. Hassan II, Asilah, Morocco",,,,"I have been on vacation for 5 months in the countryside I withdraw more than 5 to 6000 dirames still no receipts at the distributor I have colleagues who are forklift drivers who are extending the extension in the south and from whom we ask for proof of retirement money how to do it I think that a large bank comssa could at least supply the distributors in rolls cinon I will change bank on May 16 still nothing receipt distributor after information the director after many requests no I don't know anything so I advise my colleagues and forklift drivers to go to the AFRICA bank, very warm welcome and received at each withdrawal",1.0,2024-05-16 09:04:12
1818,ChIJScv3O-OUCw0RJfHgDYnzqcc,Banque Populaire,Banque Populaire Branch,"FX88+GC4, Av. Hassan II, Asilah, Morocco",,,,The worst People's Bank I have ever seen in my life,1.0,2023-11-22 13:18:39
1819,ChIJScv3O-OUCw0RJfHgDYnzqcc,Banque Populaire,Banque Populaire Branch,"FX88+GC4, Av. Hassan II, Asilah, Morocco",,,,Hadi County,5.0,2024-01-02 12:05:30
1820,ChIJScv3O-OUCw0RJfHgDYnzqcc,Banque Populaire,Banque Populaire Branch,"FX88+GC4, Av. Hassan II, Asilah, Morocco",,,,NaN,1.0,2022-09-04 17:19:10
1821,ChIJZezIU6l4DA0RcW6jsoa8kVM,البنك الشعبي,البنك الشعبي Branch,"Q5HJ+V24, Av. Sidi Mohamed Ben Abdellah, Tanger, Morocco",,,,"They never answer the phone, very difficult to solve a problem for a customer who cannot come to the agency, lousy service I change banks",1.0,2024-04-16 10:36:35
1822,ChIJZezIU6l4DA0RcW6jsoa8kVM,البنك الشعبي,البنك الشعبي Branch,"Q5HJ+V24, Av. Sidi Mohamed Ben Abdellah, Tanger, Morocco",,,,It is located in an excellent location that offers all banking services and has automatic withdrawal windows,5.0,2024-08-30 15:56:12
1823,ChIJZezIU6l4DA0RcW6jsoa8kVM,البنك الشعبي,البنك الشعبي Branch,"Q5HJ+V24, Av. Sidi Mohamed Ben Abdellah, Tanger, Morocco",,,,Incredible delays in international transfers and poor customer service,1.0,2024-02-01 12:08:21
1824,ChIJZezIU6l4DA0RcW6jsoa8kVM,البنك الشعبي,البنك الشعبي Branch,"Q5HJ+V24, Av. Sidi Mohamed Ben Abdellah, Tanger, Morocco",,,,They never answer the phone. Who do they think they are? The only bank in Tangier?,1.0,2021-08-18 12:12:13
1825,ChIJZezIU6l4DA0RcW6jsoa8kVM,البنك الشعبي,البنك الشعبي Branch,"Q5HJ+V24, Av. Sidi Mohamed Ben Abdellah, Tanger, Morocco",,,,"very poor attention. change of bank, nothing professional!",1.0,2019-04-28 11:15:07
1826,ChIJM5g5YCRkdQ0RqHaodLih6fk,banque populaire,banque populaire Branch,"G9Q7+836, Taounate, Morocco",,,,Zero,1.0,2023-06-13 13:04:59
1827,ChIJM5g5YCRkdQ0RqHaodLih6fk,banque populaire,banque populaire Branch,"G9Q7+836, Taounate, Morocco",,,,Zero customer service. There is a lot of crowding and you may stand for five hours to wait your turn,1.0,2024-09-02 11:12:52
1828,ChIJM5g5YCRkdQ0RqHaodLih6fk,banque populaire,banque populaire Branch,"G9Q7+836, Taounate, Morocco",,,,People's Bank,3.0,2016-12-19 16:56:20
1829,ChIJM5g5YCRkdQ0RqHaodLih6fk,banque populaire,banque populaire Branch,"G9Q7+836, Taounate, Morocco",,,,Nothing,5.0,2023-11-10 06:44:53
1830,ChIJM5g5YCRkdQ0RqHaodLih6fk,banque populaire,banque populaire Branch,"G9Q7+836, Taounate, Morocco",,,,disastrous,1.0,2022-01-18 13:19:01
